class_name;class_idx;prompt
dining table;5;"A photo of a sleek {name} in a chic urban loft, adorned with modern art, industrial lighting, and a breathtaking city skyline."
toilet;1;"A photo of a {name} in a modern, high-end bathroom with sleek, dark wood paneling and a large, walk-in shower."
toilet;2;"A photo of a {name} in a rustic, cabin-style bathroom with wooden beams, a log-burning stove, and a view of the surrounding mountains."
toilet;3;"A photo of a {name} in a minimalist, industrial-chic bathroom with exposed brick walls, a concrete floor, and a wall-mounted sink."
toilet;4;"A photo of a {name} in a vintage, Art Deco-inspired bathroom with ornate tiles, a claw-foot bathtub, and a decorative mirror above the sink."
toilet;5;"A photo of a {name} in a coastal-themed bathroom with a beachy color scheme, a large window with a view of the ocean, and a coastal-themed decor."
tv;1;"A photo of a {name} located in a cozy living room with a fireplace and plush couches, surrounded by warm lighting and decorative pillows."
tv;2;"A photo of a {name} placed in a modern minimalist apartment with a sleek coffee table and a few designer chairs, creating a sleek and stylish atmosphere."
tv;3;"A photo of a {name} situated in a beachside bungalow with a large window overlooking the ocean, providing a stunning view while enjoying a favorite show."
tv;4;"A photo of a {name} positioned in a compact urban apartment with a view of the busy city street below, creating a dynamic and urban atmosphere."
tv;5;"A photo of a {name} found in a rustic mountain lodge with a stone fireplace and wooden beams, surrounded by comfortable chairs and a cozy atmosphere."
laptop;1;"A photo of a sleek {name} perched on a cluttered desk in a cozy home office, surrounded by stacks of papers and office supplies."
laptop;2;"A photo of a slim {name} nestled among the cushions of a plush sofa in a modern living room, with a patterned throw pillow adding a pop of color to the scene."
laptop;3;"A photo of a rugged {name} placed on top of a weathered camping gear bag, surrounded by the rustic beauty of a forest clearing."
laptop;4;"A photo of a compact {name} sitting on a stylish marble countertop in a sleek modern kitchen, surrounded by sophisticated appliances and cooking utensils."
laptop;5;"A photo of a {name} nestled among the branches of a bonsai tree in a peaceful Zen garden, surrounded by the soothing sounds of a nearby waterfall."
mouse;1;"A photo of a {name} sitting on a pile of autumn leaves in a forest."
mouse;2;"A photo of a {name} running through a field of tall, golden wheat."
mouse;3;"A photo of a {name} lounging on a sandy beach, surrounded by crashing waves."
mouse;4;"A photo of a {name} exploring a bustling city street, surrounded by towering skyscrapers."
mouse;5;"A photo of a {name} curled up in a cozy little nest, surrounded by a snow-covered forest."
remote;1;"a photo of a {name}"
remote;2;"a photo of a {name}"
remote;3;"a photo of a {name}"
remote;4;"a photo of a {name}"
remote;5;"a photo of a {name}"
keyboard;1;"A photo of a {name} sitting on a cluttered desk in a small, cozy office with a plants and a whiteboard in the background."
keyboard;2;"A photo of a {name} on top of a vintage suitcase, surrounded by colorful fabric samples and a old-fashioned typewriter in a quirky, artistic studio."
keyboard;3;"A photo of a {name} next to a large window with a beautiful view of a city skyline, surrounded by modern artwork and a comfortable reading chair."
keyboard;4;"A photo of a {name} on a rough, weathered wooden table in a small, rustic cottage near a lake, surrounded by fishing gear and a warm fireplace."
keyboard;5;"A photo of a {name} on a sleek, modern coffee table in a minimalist living room with a bold, geometric rug and a few sleek, high-tech gadgets nearby."
cell phone;1;"A photo of a {name} in a busy street food market in Bangkok, Thailand, with colorful stalls and vendors in the background."
cell phone;2;"A photo of a {name} on a sunset beach in Bali, Indonesia, with palm trees and a traditional wooden boat in the foreground."
cell phone;3;"A photo of a {name} in a bustling Tokyo subway station, Japan, with neon lights and crowded trains in the background."
cell phone;4;"A photo of a {name} in a vibrant Moroccan souk, with intricate tile work and lanterns in the background."
cell phone;5;"A photo of a {name} in a snowy ski resort in the Swiss Alps, with skiers and snowboards in the foreground."
microwave;1;"A photo of a {name} sitting on a kitchen counter surrounded by warm, golden light and a few cookbooks."
microwave;2;"A photo of a {name} placed on a cluttered kitchen table in front of a window that lets in soft, natural light."
microwave;3;"A photo of a {name} mounted on the wall in a modern, sleek kitchen."
microwave;4;"A photo of a {name} sitting on a rustic, wooden counter in a cozy, cabin-style kitchen."
microwave;5;"A photo of a {name} placed on a small, wobbly table in a dingy, dimly lit apartment."
oven;1;"A photo of a stainless steel {name} in a modern kitchen with white cabinets and granite countertops, surrounded by appliances and kitchen utensils."
oven;2;"A photo of a vintage {name} in a cozy, cluttered kitchen with old-fashioned decorations and stacks of cookbooks, with a window in the background showing a lush green garden."
oven;3;"A photo of a commercial-grade {name} in a bustling restaurant kitchen, with stainless steel counters, commercial-grade appliances, and a team of chefs preparing food for the evening rush."
oven;4;"A photo of a small, portable {name} on a picnic blanket in a beautiful park, surrounded by trees, flowers, and a small stream, with a group of friends enjoying a picnic nearby."
oven;5;"A photo of a built-in {name} in a sleek, contemporary kitchen with high-end finishes, such as marble countertops and a statement light fixture, with a view of the city skyline in the background."
toaster;1;"A photo of a {name} sitting on a wooden kitchen counter, surrounded by vibrant kitchen appliances and colorful cabinets."
toaster;2;"A photo of a {name} placed on a cluttered kitchen table, surrounded by half-eaten breakfast dishes and morning newspapers."
toaster;3;"A photo of a {name} nestled in a small, cozy kitchen nook, surrounded by warm lighting and comfortable seating."
toaster;4;"A photo of a {name} resting on a modern, minimalist kitchen counter, surrounded by sleek appliances and clean lines."
toaster;5;"A photo of a {name} sitting on a vintage-style kitchen table, surrounded by old-fashioned kitchen utensils and collectible tea cups."
sink;1;"A photo of a {name} in a modern kitchen with sleek white countertops and a trendy faucet, surrounded by shelves filled with kitchen gadgets and a windowsill filled with lush green plants."
sink;2;"A photo of a {name} in a rustic farmhouse kitchen with weathered wooden countertops and a vintage metal faucet, surrounded by old-fashioned stoneware crocks and a large wooden butcher block."
sink;3;"A photo of a {name} in a minimalist bathroom with gray concrete countertops and a sleek touchless faucet, surrounded by a floating wooden vanity and a large window that lets in natural light."
sink;4;"A photo of a {name} in a small, cluttered office kitchen with a metal desk and a mismatched set of chairs, surrounded by piles of papers and office supplies and a small sink with a classic ceramic faucet."
sink;5;"A photo of a {name} in a coastal beach house kitchen with whitewashed wood countertops and a nautical-themed faucet, surrounded by seashells and beachy decorations and a sliding glass door that leads out to a private beach."
refrigerator;1;"A photo of a {name} in a modern kitchen with sleek white cabinets and a stunning island."
refrigerator;2;"A photo of a {name} in a cozy family room with a fireplace and plush sectional sofa."
refrigerator;3;"A photo of a {name} in a bustling office kitchen with high-tech appliances and a large wooden island."
refrigerator;4;"A photo of a {name} in a rustic farmhouse kitchen with wooden beams and a vintage range."
refrigerator;5;"A photo of a {name} in a minimalist apartment kitchen with a striking view of the city skyline."
book;1;"A photo of a {name} lying on a [beach] with sandcastles and palm trees in the background."
book;2;"A photo of a {name} nestled among [jungle] foliage, with a colorful macaw perched on a nearby branch."
book;3;"A photo of a {name} placed on a [mountain] ledge, with a sweeping view of the mountainside and a distant waterfall."
book;4;"A photo of a {name} surrounded by [desert] rocks and cacti, with the sun setting in the distance."
book;5;"A photo of a {name} positioned on a [city] rooftop, with skyscrapers and bustling streets below."
clock;1;"A photo of a {name} sitting on a vintage wooden desk in a cluttered antique store."
clock;2;"A photo of a {name} embedded in the wall of a modern art gallery, surrounded by abstract paintings."
clock;3;"A photo of a {name} placed on a tropical beach hammock, next to a pile of colorful beach towels."
clock;4;"A photo of a {name} hung on a rustic wooden peg rack in a charming village market."
clock;5;"A photo of a {name} set into a stone wall in a medieval castle courtyard, surrounded by towers and battlements."
vase;1;"A photo of a {name} placed on a cluttered kitchen countertop surrounded by cookbooks, spices, and a loaf of bread."
vase;2;"A photo of a {name} sitting on a serene beachside shelf next to a seashell-filled jar and a driftwood sculpture."
vase;3;"A photo of a {name} nestled among the branches of a lush green tree in a tranquil forest setting."
vase;4;"A photo of a {name} arranged on a vintage desk in a cozy study filled with antique books and a crackling fireplace."
vase;5;"A photo of a {name} positioned on a bustling market stall surrounded by colorful fabrics, handmade jewelry, and fresh produce."
scissors;1;"A photo of a {name} lying on a messy desk in a cluttered office, surrounded by piles of papers and files."
scissors;2;"A photo of a {name} sitting on a windowsill in a sunny garden, surrounded by blooming flowers and greenery."
scissors;3;"A photo of a {name} buried in a sandy beach, surrounded by seashells and other beach objects."
scissors;4;"A photo of a {name} on a worn wooden dresser in a cozy bed and breakfast room, next to a vase of fresh flowers."
scissors;5;"A photo of a {name} on a shelf in a dimly lit library, surrounded by stacks of old books and a few dusty plants."
teddy bear;1;"A photo of a {name} sitting on a patch of sunflowers in a field on a warm summer day."
teddy bear;2;"A photo of a {name} surrounded by colorful potted plants in a cozy urban apartment."
teddy bear;3;"A photo of a {name} lying on a beach towel on a crowded tropical beach."
teddy bear;4;"A photo of a {name} perched on a rocky cliff overlooking a majestic mountain range."
teddy bear;5;"A photo of a {name} nestled among autumn leaves in a secluded woodland clearing."
hair drier;1;"A photo of a {name} on a sunny beach, with palm trees and a clear blue sky in the background."
hair drier;2;"A photo of a {name} in a stylish kitchen, with sleek appliances and modern countertops."
hair drier;3;"A photo of a {name} in a bustling city street, with street art and fashionable boutiques in the background."
hair drier;4;"A photo of a {name} in a peaceful forest, with tall trees and a soft sunlight filtering through the canopy."
hair drier;5;"A photo of a {name} in a trendy loft, with industrial-chic decor and a rooftop view of the city skyline."
toothbrush;1;"A photo of a {name} sitting on a [kitchen counter] in a [kitchen] filled with warm [light] and [colorful appliances]."
toothbrush;2;"A photo of a {name} nestled in a [travel case] among [travel essentials] in a [airport luggage store]."
toothbrush;3;"A photo of a {name} surrounded by [medical instruments] in a [hospital exam room], with a [doctor] in the background."
toothbrush;4;"A photo of a {name} floating in a [tropical beach] with [sea shells] and [beach towels] in the foreground."
toothbrush;5;"A photo of a {name} placed on top of a [mountain] surrounded by [snow-capped peaks] and [cold weather gear]."
