class_name;class_idx;prompt
bed;10;'a photo of a {name} in a room'
dining table;1;'a photo of a round {name} on a patio in the evening'
dining table;2;'a photo of a wood {name} in a windy yard at noon'
dining table;3;'a photo of a {name} during a storm'
dining table;4;'a photo of a {name}'
dining table;5;'a photo of a polished {name} in a busy restaurant'
dining table;6;'a photo of an antique {name} in a grand hall'
dining table;7;'a photo of a {name} in a house'
dining table;8;'a photo of a {name} by the window on a rainy day'
dining table;9;'a photo of a {name} with a sea view at sunrise'
dining table;10;'a photo of a glass {name} in a minimalist apartment at twilight'
toilet;1;A photo of a high-tech {name} with LED lighting in a modern setting.
toilet;2;A photo of a sleek {name}.
toilet;3;A photo of a {name} on a stormy beach at dusk.
toilet;4;A photo of a {name} with graffiti in an urban alley.
toilet;5;A photo of a {name} in the rain.
toilet;6;A photo of a rusty {name} in an abandoned house.
toilet;7;A photo of a colorful {name} on a grassy field at sunrise.
toilet;8;A photo of a porcelain {name} under bright sunlight.
toilet;9;A photo of a {name} at night.
toilet;10;A photo of a compact {name} in a small apartment.
tv;1;'a photo of a wall-mounted {name} in the rain'
tv;2;'a photo of a {name} under snowy conditions'
tv;3;'a photo of a {name}'
tv;4;'a photo of a {name} during a stormy evening'
tv;5;'a photo of a vintage {name} at dusk'
tv;6;'a photo of a black {name} on a wall'
tv;7;'a photo of a curved {name} at night'
tv;8;'a photo of a {name} with a snowy mountain in the background'
tv;9;'a photo of a sleek {name}'
tv;10;'a photo of a large {name} in a living room'
laptop;1;'a photo of a {name}'
laptop;2;'a photo of a shiny {name} on a dark rooftop at night'
laptop;3;'a photo of a {name} at dusk'
laptop;4;'a photo of a dusty {name} in a library'
laptop;5;'a photo of a {name} in the mountains at sunrise'
laptop;6;'a photo of a {name} on a park bench at noon'
laptop;7;'a photo of a gaming {name} in a snow-covered cabin'
laptop;8;'a photo of a vintage-style {name} in a home office'
laptop;9;'a photo of a sleek {name}'
laptop;10;'a photo of a {name} in a cafe'
mouse;1;A photo of a {name} hiding under a rock during a thunderstorm
mouse;2;A photo of a spotted {name} in the attic at dusk
mouse;3;A photo of a white {name} in a flower bed at noon
mouse;4;A photo of a sleek {name} in a barn
mouse;5;A photo of a {name} on a warm afternoon
mouse;6;A photo of a fluffy {name} under a leaf
mouse;7;A photo of a {name} in rain
mouse;8;A photo of a small {name}
mouse;9;A photo of a {name} in a misty forest at dawn
mouse;10;A photo of a brown {name} at sunset
remote;1;'a photo of a {name} on a wooden table'
remote;2;'a photo of a {name} during a storm'
remote;3;'a photo of a white {name} on a cluttered desk'
remote;4;'a photo of a black {name} on a sunny patio at morning'
remote;5;'a photo of a bulky {name} inside a car'
remote;6;'a photo of a vintage {name} on a coffee table during twilight'
remote;7;'a photo of a {name} at dusk'
remote;8;'a photo of a {name} under rainy conditions'
remote;9;'a photo of a glossy {name} in a living room'
remote;10;'a photo of a {name} in fog'
keyboard;1;'a photo of a mechanical {name} at night'
keyboard;2;'a photo of a black {name} during a storm'
keyboard;3;'a photo of a {name} in rain'
keyboard;4;'a photo of a rugged {name} on a dusty trail at sunrise'
keyboard;5;'a photo of a {name} on a desk'
keyboard;6;'a photo of a sleek {name}'
keyboard;7;'a photo of a {name} at dawn'
keyboard;8;'a photo of a vintage {name} in a studio'
keyboard;9;'a photo of a colorful {name} under bright office lights'
keyboard;10;'a photo of a {name}'
cell phone;1;'a photo of a rugged {name} on a misty mountain trail'
cell phone;2;'a photo of a cracked {name} at dusk'
cell phone;3;'a photo of a {name} under starry skies'
cell phone;4;'a photo of a {name} on a rainy city street at night'
cell phone;5;'a photo of a {name} in rain'
cell phone;6;'a photo of a {name} at night'
cell phone;7;'a photo of a {name} on a wooden table at dawn'
cell phone;8;'a photo of a vintage {name} in a drawer'
cell phone;9;'a photo of a {name} on a cluttered desk'
cell phone;10;'a photo of a {name} on a sunny beach'
microwave;1;a photo of a {name} with raindrops on the window behind
microwave;2;a photo of a modern {name} on a misty rooftop
microwave;3;a photo of a {name} under bright lights
microwave;4;a photo of a {name}
microwave;5;a photo of a black {name} near window at morning
microwave;6;a photo of a {name} during a storm
microwave;7;a photo of a vintage {name} in a cozy cabin
microwave;8;a photo of a sleek {name} on a snowy day
microwave;9;a photo of a {name} in a bustling office at lunchtime
microwave;10;a photo of a {name} at night
oven;1;'a photo of an antique {name} in a rustic cabin at night'
oven;2;'a photo of a black {name} under bright lights'
oven;3;'a photo of an {name} in a kitchen'
oven;4;'a photo of a colorful {name} in a bustling restaurant kitchen at noon'
oven;5;'a photo of an {name} by the window on a sunny day'
oven;6;'a photo of an {name} during a storm'
oven;7;'a photo of a compact {name} on a snowy evening'
oven;8;'a photo of an {name} at dusk'
oven;9;'a photo of an {name} with a steaming pie inside'
oven;10;'a photo of a rusty {name}'
toaster;1;'a photo of a black {name} in a café at morning'
toaster;2;'a photo of a {name} with steam rising at dawn'
toaster;3;'a photo of a stainless steel {name} under bright lights'
toaster;4;'a photo of a {name} at dusk'
toaster;5;'a photo of an aqua {name} on a sunny patio'
toaster;6;'a photo of a shiny {name}'
toaster;7;'a photo of a {name} in a window on a rainy day'
toaster;8;'a photo of a {name}'
toaster;9;'a photo of a {name} at sunrise'
toaster;10;'a photo of a vintage {name}'
sink;1;'a photo of a vintage {name} in a bathroom'
sink;2;'a photo of a large {name} under bright sunlight'
sink;3;'a photo of a {name} with steamy fog'
sink;4;'a photo of a double {name} in a hotel'
sink;5;'a photo of a compact {name} on a cloudy day at the park'
sink;6;'a photo of a {name} at night'
sink;7;'a photo of a {name} during a storm'
sink;8;'a photo of a {name} with a rusty hue at sunset'
sink;9;'a photo of a white {name}'
sink;10;'a photo of a porcelain {name} with raindrops'
refrigerator;1;'a photo of a {name} at sunrise in a studio'
refrigerator;2;'a photo of a sleek {name} in a restaurant'
refrigerator;3;'a photo of a {name} in a kitchen'
refrigerator;4;'a photo of a black {name} under neon lights at midnight'
refrigerator;5;'a photo of a stainless steel {name} in an office'
refrigerator;6;'a photo of a {name} with a mountain view at dawn'
refrigerator;7;'a photo of a {name} on a sunny day'
refrigerator;8;'a photo of a {name} at dusk'
refrigerator;9;'a photo of a {name}'
refrigerator;10;'a photo of a colorful {name} in a garden at evening'
book;1;'a photo of a blue {name} at dusk'
book;2;'a photo of a small {name} in a large field at sunrise'
book;3;'a photo of a {name} during a stormy evening'
book;4;'a photo of a thick {name} in a library'
book;5;'a photo of a glossy {name} on a park bench'
book;6;'a photo of a {name}'
book;7;'a photo of a worn {name} on a coffee table'
book;8;'a photo of a dusty {name} on a shelf'
book;9;'a photo of a {name} under sunlight'
book;10;'a photo of a hardcover {name} in an attic'
clock;1;'a photo of a {name} on a sunny beach at midday'
clock;2;'a photo of a {name} in a train station'
clock;3;'a photo of a vintage {name} at sunset'
clock;4;'a photo of a {name} in snow at night'
clock;5;'a photo of a {name} on a cloudy day'
clock;6;'a photo of a large {name} in a park'
clock;7;'a photo of a {name}'
clock;8;'a photo of a gold {name} under a clear sky'
clock;9;'a photo of a rustic {name} on a foggy mountain'
clock;10;'a photo of a {name} at dusk by the sea'
vase;1;'a photo of a {name} on a sunny patio'
vase;2;'a photo of a {name} in a garden'
vase;3;'a photo of a {name}'
vase;4;'a photo of a {name} under snowy conditions'
vase;5;'a photo of a tall {name} at sunset'
vase;6;'a photo of a glass {name} during a thunderstorm'
vase;7;'a photo of a blue {name}'
vase;8;'a photo of a patterned {name} on a balcony at daytime'
vase;9;'a photo of a {name} on a window sill'
vase;10;'a photo of a small {name} in a cozy room'
scissors;1;'a photo of an antique pair of {name} in a dusty attic at noon'
scissors;2;'a photo of a pair of {name} on a desk'
scissors;3;'a photo of a rusty pair of {name} in snow'
scissors;4;'a photo of a large pair of {name} under cloudy skies at dusk'
scissors;5;'a photo of a pair of {name} on a sunny beach'
scissors;6;'a photo of a pair of {name} on a foggy mountain at dawn'
scissors;7;'a photo of a pair of {name}'
scissors;8;'a photo of a sleek pair of {name} in a garden'
scissors;9;'a photo of a sharp pair of {name}'
scissors;10;'a photo of a colorful pair of {name} in a craft room'
teddy bear;1;A photo of a {name} in a children's room
teddy bear;2;A photo of a {name} on a bench in the fall
teddy bear;3;A photo of a large {name} on a snowy mountain
teddy bear;4;A photo of a {name} on a sunny beach
teddy bear;5;A photo of a {name} in a foggy forest at dawn
teddy bear;6;A photo of a {name} under a rainy cloud
teddy bear;7;A photo of a {name} at sunset
teddy bear;8;A photo of a pink {name} in a garden at noon
teddy bear;9;A photo of a {name} during a storm
teddy bear;10;A photo of a {name}
hair drier;1;'a photo of a metallic {name} under bright lights at night'
hair drier;2;'a photo of a pink {name} on a dressing table'
hair drier;3;'a photo of a compact {name} in a salon'
hair drier;4;'a photo of a powerful {name} in a steamy room'
hair drier;5;'a photo of a {name} during a stormy evening'
hair drier;6;'a photo of a {name} at midday '
hair drier;7;'a photo of a {name} at dawn'
hair drier;8;'a photo of a {name} in a bathroom'
hair drier;9;'a photo of a black {name} in a spa'
hair drier;10;'a photo of a {name}'
toothbrush;1;'a photo of a pink {name} at midday'
toothbrush;2;'a photo of a {name} at dusk'
toothbrush;3;'a photo of a sleek {name} on a marble countertop'
toothbrush;4;'a photo of a red {name} in a cup at morning'
toothbrush;5;'a photo of a {name} in fog at a campsite'
toothbrush;6;'a photo of a {name} in a bathroom'
toothbrush;7;'a photo of a striped {name} in a travel bag'
toothbrush;8;'a photo of a {name}'
toothbrush;9;'a photo of a green {name}'
toothbrush;10;'a photo of a yellow {name} in the snow'
